student_id,student_group,attendance_rate,assignment_completion_rate,midterm_exam_score,previous_gpa,lms_engagement_hours,late_submissions_count,study_hours_weekly,support_needed
S0771,Group A,80.8,55.8,56.3,6.58,12.9,3,19.0,1
S0772,Group C,79.6,51.7,59.6,5.18,15.7,1,16.2,1
S0773,Group A,71.5,100.0,78.6,7.77,21.2,8,16.4,1
S0774,Group A,72.1,83.5,79.9,10.0,15.1,6,7.2,1
S0775,Group B,79.3,65.8,56.6,4.82,13.7,2,11.6,1
S0776,Group A,86.4,85.5,60.0,7.26,13.5,2,10.5,0
S0777,Group A,93.0,41.1,58.1,8.16,10.3,2,7.0,0
S0778,Group B,72.4,78.0,78.2,7.47,19.8,7,13.8,1
S0779,Group B,99.9,82.6,71.3,7.15,19.3,2,9.3,0
S0780,Group B,78.7,90.9,76.7,5.55,22.8,4,15.3,1
S0781,Group B,81.7,63.8,53.5,7.61,13.3,0,6.6,1
S0782,Group B,73.0,79.2,71.0,6.28,20.7,7,20.6,1
S0783,Group A,52.9,65.0,43.7,4.34,13.8,7,7.5,1
S0784,Group A,92.6,81.6,83.9,8.91,21.5,3,13.1,0
S0785,Group A,90.8,65.5,73.2,8.59,14.4,3,16.0,0
S0786,Group C,78.6,72.3,70.8,7.37,17.7,3,9.1,0
S0787,Group B,82.8,64.1,77.2,7.61,18.7,0,16.3,0
S0788,Group A,88.2,87.1,79.4,8.75,17.4,4,5.9,0
S0789,Group B,63.2,90.0,78.8,7.6,19.1,5,19.3,0
S0790,Group C,75.7,74.7,63.1,8.52,19.8,6,12.1,0
S0791,Group A,91.5,78.5,67.9,6.9,16.2,3,9.0,0
S0792,Group B,66.9,57.7,60.2,9.07,9.3,5,10.5,1
S0793,Group B,85.5,73.8,69.8,7.73,22.2,2,16.0,0
S0794,Group B,65.7,77.3,62.7,7.56,15.0,6,9.1,1
S0795,Group A,87.6,100.0,62.6,5.59,20.5,4,8.3,1
S0796,Group C,81.6,62.4,48.8,7.69,17.5,2,10.9,1
S0797,Group C,62.6,98.5,61.1,6.18,17.9,5,6.1,1
S0798,Group B,96.0,92.0,81.5,6.44,15.7,2,21.1,0
S0799,Group B,73.2,81.9,53.6,6.2,17.9,6,9.2,1
S0800,Group C,72.3,100.0,74.3,5.86,14.6,6,16.2,0
S0801,Group B,84.4,83.2,95.7,10.0,16.4,7,13.0,0
S0802,Group A,95.8,83.4,83.8,9.1,18.1,2,7.1,0
S0803,Group B,69.8,77.3,88.3,9.89,15.6,6,12.0,0
S0804,Group B,82.7,95.1,76.4,5.65,14.6,1,15.9,0
S0805,Group A,87.1,93.4,84.6,7.4,23.7,6,11.1,0
S0806,Group B,90.3,69.2,60.6,5.55,15.4,1,18.0,1
S0807,Group C,84.1,59.5,58.8,6.36,17.8,5,17.1,1
S0808,Group C,77.6,75.2,45.3,6.06,15.2,6,16.6,0
S0809,Group B,72.1,66.8,77.1,8.97,12.0,4,9.7,0
S0810,Group A,83.0,77.1,76.5,6.77,17.1,4,6.6,0
S0811,Group C,69.1,95.3,71.5,8.74,18.6,5,8.9,0
S0812,Group C,50.0,71.6,63.5,8.12,11.9,8,13.0,0
S0813,Group A,87.2,77.4,74.0,10.0,20.8,1,14.7,0
S0814,Group C,92.8,78.8,61.8,5.3,14.7,2,2.0,0
S0815,Group C,53.6,89.9,83.5,9.0,12.9,7,12.0,0
S0816,Group B,69.9,46.5,47.9,8.85,15.4,7,12.8,1
S0817,Group B,89.4,69.5,66.0,5.99,13.6,2,10.6,0
S0818,Group A,100.0,81.0,79.4,8.66,15.1,0,18.5,0
S0819,Group A,82.2,94.8,79.1,7.75,13.9,3,14.1,0
S0820,Group A,73.3,71.1,72.9,6.99,20.6,3,18.6,0
S0821,Group C,79.8,51.7,54.4,6.19,8.4,4,10.9,1
S0822,Group A,98.5,86.7,74.4,6.33,18.0,1,16.7,0
S0823,Group A,74.2,69.1,77.1,10.0,17.8,6,20.2,0
S0824,Group A,72.4,61.3,74.4,7.3,15.1,6,18.6,1
S0825,Group B,76.2,69.3,68.4,8.36,14.9,6,6.5,0
S0826,Group C,70.6,75.4,64.6,6.23,11.0,4,10.7,1
S0827,Group A,83.5,69.5,52.3,6.25,12.7,3,10.3,0
S0828,Group A,100.0,47.1,64.4,8.76,12.1,1,14.4,0
S0829,Group B,85.9,90.6,78.5,5.48,16.1,0,15.4,0
S0830,Group B,79.0,95.8,71.1,6.74,19.9,3,7.8,0
S0831,Group A,78.5,87.1,77.8,7.35,20.0,2,12.3,0
S0832,Group B,63.2,62.1,69.0,7.45,16.8,5,2.0,1
S0833,Group A,92.6,75.2,82.5,7.06,12.4,3,19.2,0
S0834,Group A,81.1,77.9,70.0,7.83,23.1,5,9.4,0
S0835,Group B,79.8,86.4,71.0,8.24,20.1,3,12.3,0
S0836,Group A,100.0,87.4,57.0,8.29,18.0,4,10.5,1
S0837,Group C,85.6,67.7,64.9,5.97,18.1,6,17.7,0
S0838,Group A,73.0,79.1,58.1,6.92,23.8,2,2.0,1
S0839,Group B,76.9,84.4,78.9,8.91,13.2,3,11.9,0
S0840,Group B,95.8,98.4,80.7,8.51,19.1,2,11.5,0
S0841,Group A,83.4,87.9,63.5,5.45,10.9,2,9.7,0
S0842,Group B,64.7,89.0,63.7,7.77,18.8,8,20.6,0
S0843,Group A,93.0,79.2,53.1,4.63,17.8,4,7.6,1
S0844,Group C,74.0,97.7,81.8,7.36,19.5,1,15.9,0
S0845,Group A,100.0,83.7,96.8,9.86,15.4,3,13.8,0
S0846,Group A,95.0,65.9,66.8,6.02,8.4,2,18.3,0
S0847,Group A,76.6,97.6,72.6,6.17,20.7,8,8.7,0
S0848,Group C,97.4,87.8,83.5,8.33,22.4,1,8.3,0
S0849,Group B,82.8,71.8,58.4,5.22,13.7,3,17.5,1
S0850,Group B,92.2,71.3,70.5,6.45,16.7,3,14.1,0
S0851,Group A,87.8,82.2,63.2,8.11,12.4,3,4.3,0
S0852,Group B,71.8,84.5,72.8,6.44,18.9,5,9.3,1
S0853,Group A,74.3,80.8,70.9,6.98,15.7,3,13.9,0
S0854,Group C,94.4,82.4,81.1,8.3,14.9,4,16.2,0
S0855,Group A,78.0,100.0,69.8,7.87,17.7,5,8.6,0
S0856,Group A,77.2,93.0,74.1,7.66,17.7,4,2.0,0
S0857,Group A,70.5,80.7,85.8,6.84,18.1,4,14.6,1
S0858,Group B,87.1,91.2,64.2,7.8,14.7,0,5.9,0
S0859,Group B,100.0,63.5,57.3,7.13,13.0,2,2.0,1
S0860,Group A,69.2,83.6,66.6,7.92,17.2,8,2.0,1
S0861,Group B,82.3,100.0,84.2,6.63,16.7,1,16.1,0
S0862,Group B,98.9,74.9,66.2,7.05,21.4,1,12.6,0
S0863,Group B,81.0,66.1,37.8,5.96,12.0,5,10.9,1
S0864,Group A,87.4,68.9,82.5,7.25,13.0,4,18.9,0
S0865,Group A,69.3,62.7,67.2,6.21,11.1,8,15.2,1
S0866,Group B,87.1,67.0,53.4,5.8,20.1,5,20.1,1
S0867,Group A,79.8,72.8,58.9,7.65,17.3,4,5.0,0
S0868,Group A,93.8,58.3,77.7,7.59,10.5,3,11.8,0
S0869,Group C,96.2,78.2,81.1,8.36,19.8,1,3.9,0
S0870,Group C,100.0,90.6,81.6,6.72,19.1,1,10.9,0
S0871,Group A,89.0,65.3,65.5,7.85,15.2,2,10.8,0
S0872,Group A,85.9,99.3,82.5,8.04,18.8,3,15.1,0
S0873,Group B,84.3,85.2,73.3,7.9,15.4,4,12.2,0
S0874,Group A,77.8,92.4,81.7,6.19,19.8,6,15.1,0
S0875,Group A,86.1,68.8,62.8,7.5,13.4,2,15.5,0
S0876,Group A,78.5,90.0,75.4,7.79,23.8,7,22.8,0
S0877,Group B,84.0,62.7,71.5,7.31,10.2,3,10.4,0
S0878,Group B,97.8,90.5,64.3,4.48,23.1,2,7.3,0
S0879,Group A,69.9,80.4,81.0,7.52,16.5,1,13.2,0
S0880,Group A,95.7,85.7,74.3,10.0,18.6,1,8.0,0
S0881,Group A,97.8,61.5,69.2,6.81,16.3,4,19.4,0
S0882,Group B,80.6,65.5,53.6,6.32,12.6,3,10.6,1
S0883,Group A,56.5,86.4,68.3,7.8,20.4,9,9.2,1
S0884,Group A,74.7,64.7,51.6,7.72,6.2,5,9.6,1
S0885,Group B,97.6,84.5,77.4,8.91,15.4,3,15.6,0
S0886,Group A,81.7,58.9,45.6,5.6,10.6,3,11.2,1
S0887,Group B,70.0,89.9,78.2,8.29,14.6,5,8.8,0
S0888,Group A,75.9,60.7,76.2,8.1,13.1,8,20.3,0
S0889,Group A,92.1,85.7,56.4,7.11,18.9,1,7.7,0
S0890,Group A,88.6,86.8,85.7,7.76,20.0,4,12.2,0
S0891,Group B,79.1,68.2,92.0,8.69,15.6,4,15.3,0
S0892,Group C,77.6,86.1,70.2,8.48,15.8,0,3.8,0
S0893,Group C,77.3,81.6,61.9,5.76,18.2,5,14.4,1
S0894,Group A,70.9,70.5,87.6,8.41,15.6,5,6.7,0
S0895,Group B,100.0,63.9,59.2,7.21,17.0,0,16.1,1
S0896,Group A,78.1,50.5,56.6,7.4,14.4,2,7.2,1
S0897,Group A,96.6,82.9,77.4,7.4,17.4,1,15.5,0
S0898,Group C,100.0,56.1,78.4,7.1,10.3,1,17.5,0
S0899,Group A,94.0,79.3,82.3,8.91,14.7,3,16.3,0
S0900,Group A,76.8,74.3,63.9,7.19,14.2,4,13.3,0
S0901,Group A,86.8,87.5,60.6,5.79,17.1,4,10.8,1
S0902,Group A,81.7,73.8,61.7,6.77,16.6,5,9.1,0
S0903,Group A,71.2,73.4,63.8,7.54,17.9,5,19.4,0
S0904,Group B,85.9,88.2,76.7,8.96,18.0,5,8.5,0
S0905,Group A,67.9,82.7,63.5,8.11,17.3,6,6.8,0
S0906,Group C,96.3,82.4,60.0,6.15,17.6,5,15.3,0
S0907,Group C,76.4,84.6,86.5,10.0,16.0,5,8.0,0
S0908,Group A,84.4,56.5,56.3,7.66,10.3,5,7.2,1
S0909,Group A,85.4,88.6,63.9,9.02,12.9,3,4.8,0
S0910,Group A,78.9,86.6,68.5,7.1,15.8,3,9.6,0
S0911,Group B,89.0,63.8,68.0,8.02,15.6,2,11.6,0
S0912,Group A,76.3,74.6,57.7,8.43,13.8,10,13.2,1
S0913,Group B,92.5,77.4,81.6,8.94,15.7,4,16.8,0
S0914,Group A,65.8,76.1,64.1,8.73,17.6,7,14.6,1
S0915,Group B,83.5,82.7,87.9,8.48,18.8,6,11.0,0
S0916,Group A,100.0,98.0,81.5,6.87,16.4,3,11.0,0
S0917,Group A,70.0,93.1,69.2,6.53,21.9,4,14.6,1
S0918,Group C,73.9,59.6,61.5,7.75,16.9,4,18.4,1
S0919,Group B,88.2,86.7,76.8,8.56,14.5,2,12.6,0
S0920,Group A,84.2,96.6,78.8,7.0,17.0,7,9.7,0
S0921,Group C,86.2,83.4,72.8,8.74,20.9,1,7.0,0
S0922,Group B,87.9,93.3,75.1,9.26,18.5,0,4.8,0
S0923,Group C,89.6,100.0,77.3,6.06,13.3,2,15.3,0
S0924,Group B,95.3,92.3,70.2,6.17,14.6,2,14.9,0
S0925,Group A,86.9,81.5,70.1,7.11,16.3,5,14.9,0
S0926,Group A,79.1,92.6,58.3,7.72,15.3,3,11.4,0
S0927,Group A,90.1,80.0,81.8,6.59,15.6,2,19.0,0
S0928,Group B,100.0,78.3,78.6,9.13,16.6,1,9.6,0
S0929,Group B,80.4,73.1,66.3,7.87,20.1,4,16.8,0
S0930,Group A,70.3,99.9,90.6,7.35,19.1,3,11.8,0
S0931,Group A,95.3,66.5,60.3,5.36,17.9,0,9.0,0
S0932,Group C,80.6,99.5,65.1,5.52,24.2,5,15.0,0
S0933,Group C,55.9,85.0,77.4,7.68,21.9,2,14.0,0
S0934,Group B,92.2,58.4,59.9,4.42,14.2,2,13.8,1
S0935,Group A,75.6,83.1,77.9,8.67,11.4,5,12.4,0
S0936,Group A,80.9,48.6,54.9,7.09,13.2,7,11.8,1
S0937,Group A,86.0,86.8,92.8,10.0,21.0,6,23.9,0
S0938,Group C,84.3,90.4,84.1,10.0,18.2,1,17.9,0
S0939,Group A,90.5,69.7,74.0,7.06,20.4,1,15.6,0
S0940,Group B,76.8,79.7,54.0,7.16,19.3,3,12.6,0
S0941,Group A,88.2,100.0,82.0,8.64,21.7,1,17.0,0
S0942,Group B,78.9,70.9,89.0,9.6,18.6,8,14.6,0
S0943,Group B,90.9,63.2,53.0,5.09,15.1,4,12.1,1
S0944,Group C,89.4,98.7,64.8,4.89,12.3,4,10.5,0
S0945,Group A,70.8,100.0,69.1,6.46,18.5,2,11.6,0
S0946,Group A,95.0,78.1,57.4,8.09,20.1,3,2.0,0
S0947,Group A,75.6,92.2,58.5,7.97,16.3,7,13.1,1
S0948,Group C,91.7,96.8,78.4,8.74,18.8,3,9.6,0
S0949,Group C,86.4,67.6,68.1,5.68,11.7,7,20.0,0
S0950,Group B,100.0,71.2,60.1,4.17,20.7,2,12.1,1
S0951,Group B,79.3,95.2,73.5,8.46,24.3,0,6.1,0
S0952,Group B,77.8,100.0,73.4,6.18,17.3,5,11.8,0
S0953,Group A,81.8,85.9,68.7,4.58,18.2,1,6.8,0
S0954,Group C,78.4,65.7,65.3,7.5,12.5,3,14.4,0
S0955,Group A,91.6,100.0,78.2,8.37,21.8,2,13.5,0
S0956,Group A,62.6,70.6,64.4,7.14,16.8,8,16.8,0
S0957,Group B,69.4,73.3,66.1,6.68,18.2,3,8.0,0
S0958,Group A,69.2,82.8,80.0,7.08,18.2,7,12.2,0
S0959,Group A,93.4,99.8,67.7,6.8,25.0,0,5.2,0
S0960,Group B,100.0,90.0,74.1,5.48,15.3,1,15.5,0
S0961,Group A,80.7,83.8,72.9,6.34,12.3,1,14.6,0
S0962,Group B,80.0,84.5,67.3,8.0,16.3,4,14.5,0
S0963,Group A,82.8,78.6,71.3,7.73,11.9,5,12.0,0
S0964,Group A,95.9,85.8,64.7,7.53,13.3,1,14.1,0
S0965,Group A,70.9,42.6,42.6,5.96,7.8,4,20.0,1
S0966,Group A,84.9,73.8,69.7,7.05,13.0,6,10.6,0
S0967,Group B,93.7,81.4,61.0,4.36,14.2,0,12.7,1
S0968,Group A,88.0,61.9,63.5,7.54,15.5,2,6.6,0
S0969,Group B,84.3,83.4,74.5,9.23,15.8,1,7.7,0
S0970,Group B,94.0,75.1,56.8,5.31,15.5,2,12.5,1
S0971,Group B,50.0,100.0,73.3,6.51,22.7,4,17.5,0
S0972,Group C,90.1,100.0,69.0,7.74,17.7,2,10.7,0
S0973,Group B,74.2,71.5,81.5,8.99,14.6,6,10.8,0
S0974,Group A,60.0,75.9,51.4,6.69,17.2,5,10.0,1
S0975,Group A,88.1,77.0,63.9,6.37,10.5,1,9.3,0
S0976,Group A,98.5,71.7,54.4,4.64,8.3,2,13.5,1
S0977,Group B,80.4,80.7,70.2,7.44,18.0,5,4.5,0
S0978,Group A,93.4,67.4,77.2,10.0,16.3,5,18.4,0
S0979,Group B,100.0,62.2,61.4,7.67,20.1,1,8.7,0
S0980,Group B,97.8,86.7,84.1,7.27,18.3,4,15.6,0
S0981,Group A,100.0,86.8,72.6,7.73,20.3,2,5.7,0
S0982,Group B,90.9,66.7,73.2,7.29,14.1,3,15.3,0
S0983,Group A,82.9,90.5,65.1,6.2,19.4,2,15.4,0
S0984,Group A,62.8,69.2,56.9,8.41,20.1,9,13.9,1
S0985,Group B,79.0,81.5,68.8,7.6,10.7,3,7.0,0
S0986,Group B,71.9,89.5,70.4,7.32,19.6,3,13.2,0
S0987,Group B,100.0,77.5,69.2,5.98,22.8,3,6.1,0
S0988,Group A,79.9,84.4,75.2,9.06,18.3,4,10.7,0
S0989,Group A,83.5,70.8,75.0,8.2,20.3,4,17.1,0
S0990,Group C,88.6,75.2,57.0,6.55,14.2,4,16.0,1
S0991,Group B,82.5,75.1,87.8,8.65,15.9,2,12.1,0
S0992,Group B,100.0,67.5,62.0,6.63,14.9,0,7.1,0
S0993,Group A,74.5,75.5,72.1,6.24,9.4,2,15.2,0
S0994,Group B,84.3,56.3,52.6,6.27,9.5,6,12.1,1
S0995,Group A,73.1,71.1,54.4,4.91,12.1,5,2.0,1
S0996,Group A,66.2,74.0,59.8,7.94,18.3,8,15.9,1
S0997,Group C,74.7,74.4,63.3,4.83,18.5,6,11.9,0
S0998,Group A,81.6,74.6,64.4,5.64,16.9,2,18.0,0
S0999,Group C,76.8,77.1,56.6,4.5,18.8,1,6.5,1
S1000,Group A,73.7,84.7,69.2,7.18,17.1,5,2.0,0
